"","pval","direction","color"
"8/10 proteasomal ubiquitin-independent protein catabolic process",0.0383902201312334,1,"#ea6227"
"6/10 aminoglycan metabolic process",0.0383902201312334,0,"black"
"12/21 response to mechanical stimulus",0.0138945209526047,0,"black"
"81/162 locomotion",0.0748746763630739,0,"grey40"
"33/69 organic hydroxy compound metabolic process",0.027381409716796,0,"black"
"19/45 alcohol metabolic process",0.027381409716796,0,"black"
"11/25 sterol metabolic process",0.0768772921067112,0,"grey40"
"32/68 inorganic ion homeostasis",0.0913447803804808,0,"grey40"
"52/125 chemical homeostasis",0.027381409716796,0,"black"
"8/9 cAMP metabolic process",0.0371042748420129,0,"black"
"8/14 adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway",0.0431599616667717,0,"black"
"26/50 G protein-coupled receptor signaling pathway",0.000228438099089668,0,"black"
"10/20 adenylate cyclase-modulating G protein-coupled receptor signaling pathway",0.027381409716796,0,"black"
"100/213 intracellular signal transduction",0.0190422251688984,0,"black"
"6/12 cAMP-mediated signaling",0.0913447803804808,0,"grey40"
"9/17 cyclic-nucleotide-mediated signaling",0.0383902201312334,0,"black"
"31/47 protein folding",0.000140489566446443,1,"#ea6227"
"8/10 response to cold",0.0383902201312334,1,"#ea6227"
"8/12 positive regulation of nuclear division",0.0913447803804808,1,"#f09167"
"9/10 protein exit from endoplasmic reticulum",0.023751028422594,1,"#ea6227"
"5/6 postreplication repair",0.0768772921067112,1,"#f09167"
"9/11 protein quality control for misfolded or incompletely synthesized proteins",0.0913447803804808,1,"#f09167"
